vibe_x_mean,vibe_y_mean,vibe_z_mean,vibe_x_max,vibe_y_max,vibe_z_max,vibe_z_std,vibe_clip_total,vibe_z_tanomaly,mag_field_mean,mag_field_max,mag_field_range,mag_field_std,mag_x_range,mag_y_range,mag_tanomaly,bat_volt_min,bat_volt_max,bat_volt_range,bat_volt_std,bat_curr_mean,bat_curr_max,bat_curr_std,bat_margin,bat_sag_ratio,volt_tanomaly,gps_hdop_mean,gps_hdop_max,gps_nsats_mean,gps_nsats_min,gps_fix_pct,gps_hdop_tanomaly,motor_spread_mean,motor_spread_max,motor_spread_std,motor_output_mean,motor_output_std,motor_max_output,motor_hover_ratio,motor_spread_tanomaly,motor_saturation_pct,motor_all_high_pct,att_roll_std,att_pitch_std,att_roll_max,att_pitch_max,att_desroll_err,att_early_divergence,att_time_to_crash_sec,ekf_vel_var_mean,ekf_vel_var_max,ekf_pos_var_mean,ekf_pos_var_max,ekf_hgt_var_mean,ekf_hgt_var_max,ekf_compass_var_mean,ekf_compass_var_max,ekf_flags_error_pct,ekf_lane_switch_count,ekf_pos_var_tanomaly,imu_acc_x_std,imu_acc_y_std,imu_acc_z_std,imu_gyr_x_std,imu_gyr_y_std,imu_gyr_z_std,ctrl_thr_out_mean,ctrl_thr_hover_ratio,ctrl_alt_error_max,ctrl_alt_error_std,ctrl_climb_rate_std,ctrl_thr_saturated_pct,sys_long_loops,sys_max_loop_time,sys_cpu_load_mean,sys_internal_errors,sys_vcc_min,sys_vcc_range,sys_vservo_min,evt_error_count,evt_failsafe_count,evt_mode_change_count,evt_unexpected_mode_changes,evt_crash_detected,evt_gps_lost_count,evt_rc_lost_count,evt_radio_failsafe_count,fft_dominant_freq_x,fft_dominant_freq_y,fft_dominant_freq_z,fft_peak_power_x,fft_peak_power_y,fft_peak_power_z,fft_noise_floor
0.0048589387039815485,0.0054418488857941715,0.010012319509907714,0.034696485847234726,0.0685402899980545,1.4424099922180176,0.04721526455292491,0.0,-1.0,501.7868008057675,502.5156713974202,1.5106814023104675,0.22971141302546022,617.0,552.0,423494701.0,12.587977409362793,12.587977409362793,0.0,0.0,27.237425080974152,44.70185852050781,7.282149155657709,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,0.8939782190903267,20.0,1.6141100675678415,1569.6839900713621,144.91463260399678,1747.0,4400.290594282998,-1.0,0.0,0.0,12.954442340134774,4.04824632022765,27.47,18.62,0.02080359913124421,0.22,-1.0,0.01008997828110456,0.04,0.0022773813217499225,0.04,0.004218119764194849,0.03,0.004365497983245423,0.02,0.0,0.0,-1.0,0.5914456350509274,2.3672649435305697,0.5506897748442949,0.04194903473808703,0.03881898897022778,0.044280543291601075,0.34198640579974515,0.9447833185171741,0.7367207203060389,0.04395666855383511,107.14119062163554,0.0,156.0,32487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0048589387039815485,0.0054418488857941715,0.010012319509907714,0.034696485847234726,0.0685402899980545,1.4424099922180176,0.04721526455292491,0.0,-1.0,501.7868008057675,502.5156713974202,1.5106814023104675,0.22971141302546022,617.0,552.0,423494701.0,12.587977409362793,12.587977409362793,0.0,0.0,27.237425080974152,44.70185852050781,7.282149155657709,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,0.8939782190903267,20.0,1.6141100675678415,1569.6839900713621,144.91463260399678,1747.0,4400.290594282998,-1.0,0.0,0.0,12.954442340134774,4.04824632022765,27.47,18.62,0.02080359913124421,0.22,-1.0,0.01008997828110456,0.04,0.0022773813217499225,0.04,0.004218119764194849,0.03,0.004365497983245423,0.02,0.0,0.0,-1.0,0.5914456350509274,2.3672649435305697,0.5506897748442949,0.04194903473808703,0.03881898897022778,0.044280543291601075,0.34198640579974515,0.9447833185171741,0.7367207203060389,0.04395666855383511,107.14119062163554,0.0,156.0,32487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005086909359594759,0.005203339976784626,0.011046891763928127,0.0478193536400795,0.06635603308677673,1.6025058031082153,0.055503469431039135,0.0,-1.0,501.7355752384635,502.5226363060673,1.4936950262246569,0.22554081322030106,699.0,552.0,46594688.0,12.587977409362793,12.587977409362793,0.0,0.0,26.89648689023388,45.53274917602539,7.572861461662334,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,0.7364485981308411,21.0,0.9781149640363686,1563.273955331412,151.86337882267378,1751.0,4480.4163078422025,-1.0,0.0,0.0,12.25868914573248,6.651350400548556,27.26,27.88,0.014618155619596538,0.1,-1.0,0.010252161383285304,0.05,0.0022694524495677237,0.03,0.004873919308357348,0.03,0.004389409221902017,0.02,0.0,0.0,-1.0,1.0799086732074823,2.1296087937158905,0.5502426187244103,0.03527516676314019,0.033831734773113166,0.040990060463909364,0.3382302785031172,0.9665343221500405,0.7256670147180557,0.04664354887078198,115.39942547617242,0.0,136.0,32487.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005086909359594759,0.005203339976784626,0.011046891763928127,0.0478193536400795,0.06635603308677673,1.6025058031082153,0.055503469431039135,0.0,-1.0,501.7355752384635,502.5226363060673,1.4936950262246569,0.22554081322030106,699.0,552.0,46594688.0,12.587977409362793,12.587977409362793,0.0,0.0,26.89648689023388,45.53274917602539,7.572861461662334,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,0.7364485981308411,21.0,0.9781149640363686,1563.273955331412,151.86337882267378,1751.0,4480.4163078422025,-1.0,0.0,0.0,12.25868914573248,6.651350400548556,27.26,27.88,0.014618155619596538,0.1,-1.0,0.010252161383285304,0.05,0.0022694524495677237,0.03,0.004873919308357348,0.03,0.004389409221902017,0.02,0.0,0.0,-1.0,1.0799086732074823,2.1296087937158905,0.5502426187244103,0.03527516676314019,0.033831734773113166,0.040990060463909364,0.3382302785031172,0.9665343221500405,0.7256670147180557,0.04664354887078198,115.39942547617242,0.0,136.0,32487.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0046030310778599195,0.006139899944572738,0.01227101888918942,0.3359090983867645,0.7218944430351257,1.5201510190963745,0.05862357547102681,0.0,-1.0,501.7563105252819,502.51666639028,1.523652466931992,0.2594038483878937,616.0,551.0,150392319.0,12.587977409362793,12.587977409362793,0.0,0.0,26.336234597641656,44.53567886352539,8.07552466311165,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,6.435402684563758,3.0,0.49077181208053694,-1.0,0.8610867659947414,47.0,1.9246275696070771,1552.9187998321443,162.02252656227975,1745.0,4462.991425105602,-1.0,0.0,0.0,12.146079989337093,2.407679891504497,27.85,5.65,0.022408728493495608,0.12,-1.0,0.00711288292068821,0.06,0.005178346621905161,0.06,0.017666806546370123,0.25,0.004381032312211499,0.04,0.4800671422576584,0.0,-1.0,0.03410288144345399,2.0061679449601737,0.5461065804394655,0.054285227001112546,0.022998265931199746,0.040200041860069306,0.32918254772054234,0.9447805664686718,1.1133041381835938,0.17098982945493643,125.32600127945771,0.0,117.0,29988.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0046030310778599195,0.006139899944572738,0.01227101888918942,0.3359090983867645,0.7218944430351257,1.5201510190963745,0.05862357547102681,0.0,-1.0,501.7563105252819,502.51666639028,1.523652466931992,0.2594038483878937,616.0,551.0,150392319.0,12.587977409362793,12.587977409362793,0.0,0.0,26.336234597641656,44.53567886352539,8.07552466311165,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,6.435402684563758,3.0,0.49077181208053694,-1.0,0.8610867659947414,47.0,1.9246275696070771,1552.9187998321443,162.02252656227975,1745.0,4462.991425105602,-1.0,0.0,0.0,12.146079989337093,2.407679891504497,27.85,5.65,0.022408728493495608,0.12,-1.0,0.00711288292068821,0.06,0.005178346621905161,0.06,0.017666806546370123,0.25,0.004381032312211499,0.04,0.4800671422576584,0.0,-1.0,0.03410288144345399,2.0061679449601737,0.5461065804394655,0.054285227001112546,0.022998265931199746,0.040200041860069306,0.32918254772054234,0.9447805664686718,1.1133041381835938,0.17098982945493643,125.32600127945771,0.0,117.0,29988.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002701186604860939,0.004024018588557878,0.01312138778334641,0.3497937321662903,1.239016056060791,4.113004207611084,0.13423156673127964,0.0,-1.0,501.64438730585834,502.53258600811154,28.828036737155116,0.6709638790369415,938.0,916.0,37363382.0,12.587977409362793,12.587977409362793,0.0,0.0,25.84389187874498,71.53958892822266,13.51979163226345,2.087977409362793,0.0,-1.0,1.2100000000000004,1.21,10.0,10.0,1.0,-1.0,48.18468351133107,799.0,112.76945855992915,1531.0661970043159,213.90979578660765,1950.0,4409.7762603569345,369174771.0,0.013709063214013708,0.025387154100025386,11.111970825368402,9.694757240782378,59.77,38.6,3.0801421680629604,0.08,-1.0,0.21052805280528056,3.26,0.05742828128966744,0.88,0.0225971058644326,0.96,0.02837522213759838,0.74,0.010154861640010155,22.0,-1.0,0.48215372565254283,1.4074182331869365,4.987247422290234,0.526774936992086,0.5234309034515349,0.19901897265413832,0.3150644838970389,0.9074242874587666,3.625000238418579,0.7546230971560547,282.3137645391152,0.006600660066006601,189.0,9996.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002701186604860939,0.004024018588557878,0.01312138778334641,0.3497937321662903,1.239016056060791,4.113004207611084,0.13423156673127964,0.0,-1.0,501.64438730585834,502.53258600811154,28.828036737155116,0.6709638790369415,938.0,916.0,37363382.0,12.587977409362793,12.587977409362793,0.0,0.0,25.84389187874498,71.53958892822266,13.51979163226345,2.087977409362793,0.0,-1.0,1.2100000000000004,1.21,10.0,10.0,1.0,-1.0,48.18468351133107,799.0,112.76945855992915,1531.0661970043159,213.90979578660765,1950.0,4409.7762603569345,369174771.0,0.013709063214013708,0.025387154100025386,11.111970825368402,9.694757240782378,59.77,38.6,3.0801421680629604,0.08,-1.0,0.21052805280528056,3.26,0.05742828128966744,0.88,0.0225971058644326,0.96,0.02837522213759838,0.74,0.010154861640010155,22.0,-1.0,0.48215372565254283,1.4074182331869365,4.987247422290234,0.526774936992086,0.5234309034515349,0.19901897265413832,0.3150644838970389,0.9074242874587666,3.625000238418579,0.7546230971560547,282.3137645391152,0.006600660066006601,189.0,9996.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017887715496085532,0.009145498300772669,0.02099585338725731,21.93871307373047,11.875773429870605,17.621238708496094,0.3247075780422838,0.0,-1.0,501.5970354017043,502.5425355131643,165.06512886199306,2.9804523509823526,843.0,813.0,63694512.0,12.587977409362793,12.587977409362793,0.0,0.0,24.935115904340595,69.71163177490234,14.242954248110697,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,84.33898734177215,800.0,156.13981489819588,1526.9221797087139,218.67765882414912,1950.0,4424.003338559458,351014538.0,0.027647494445815848,0.04369291532954826,14.141224731764666,11.246830774012569,50.01,46.8,8.515561589730929,0.12,-1.0,0.1554875339422365,2.67,0.040939274253270805,0.83,0.021977289558133793,0.86,0.004732164897556159,0.14,0.0,24.0,-1.0,1.3495053370687646,1.4999404202894309,5.0046415628889545,0.4516176968129654,0.37861785917242247,0.31556758301540083,0.30388349821353394,0.8805109596935757,3.625001907348633,0.9656906480586976,284.7916049194393,0.007652431498395458,195.0,32487.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017887715496085532,0.009145498300772669,0.02099585338725731,21.93871307373047,11.875773429870605,17.621238708496094,0.3247075780422838,0.0,-1.0,501.5970354017043,502.5425355131643,165.06512886199306,2.9804523509823526,843.0,813.0,63694512.0,12.587977409362793,12.587977409362793,0.0,0.0,24.935115904340595,69.71163177490234,14.242954248110697,2.087977409362793,0.0,-1.0,1.2100000000000002,1.21,10.0,10.0,1.0,-1.0,84.33898734177215,800.0,156.13981489819588,1526.9221797087139,218.67765882414912,1950.0,4424.003338559458,351014538.0,0.027647494445815848,0.04369291532954826,14.141224731764666,11.246830774012569,50.01,46.8,8.515561589730929,0.12,-1.0,0.1554875339422365,2.67,0.040939274253270805,0.83,0.021977289558133793,0.86,0.004732164897556159,0.14,0.0,24.0,-1.0,1.3495053370687646,1.4999404202894309,5.0046415628889545,0.4516176968129654,0.37861785917242247,0.31556758301540083,0.30388349821353394,0.8805109596935757,3.625001907348633,0.9656906480586976,284.7916049194393,0.007652431498395458,195.0,32487.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
